id,summary,content,steps,notes,status
dieu_khoan__ans_117,Khách hàng có quyền chủ động chấm dứt sử dụng dịch vụ Mobile Money trong những trường hợp nào?,"Quý khách có quyền chấm dứt dịch vụ sau khi hoàn thành mọi nghĩa vụ với VNPT. Việc chấm dứt có hiệu lực sau 07 ngày kể từ khi VNPT nhận thông báo hoặc ghi nhận sự không chấp thuận điều khoản sửa đổi từ Quý khách. Trong thời gian chờ chấm dứt, nếu Quý khách tiếp tục sử dụng dịch vụ thì vẫn phải tuân thủ các điều khoản hiện hành. Ngoài ra, VNPT có quyền đơn phương chấm dứt cung cấp dịch vụ và sẽ thông báo trước cho Quý khách 30 ngày.",,,active
dieu_khoan__ans_118,Trong những trường hợp nào VNPT được quyền tạm dừng hoặc từ chối cung cấp dịch vụ Mobile Money?,"VNPT được quyền tạm dừng, từ chối hoặc chấm dứt dịch vụ không cần báo trước khi: Có yêu cầu từ cơ quan nhà nước; Phát hiện dấu hiệu giả mạo, gian lận, rủi ro gây hại cho các bên; Khách hàng không tuân thủ bảo mật hoặc nghi ngờ liên quan đến tội phạm, rửa tiền. Dịch vụ cũng bị gián đoạn khi VNPT bảo trì hệ thống (theo đúng quy trình pháp luật); khi khách hàng cung cấp thông tin không khớp, từ chối xác minh danh tính hoặc khi tài khoản đang bị khóa/phong tỏa.",,,active
dieu_khoan__ans_119,"Khách hàng có thể tra soát, khiếu nại dịch vụ Mobile Money qua những kênh nào?","Quý khách có thể liên hệ hỗ trợ cung cấp thông tin giao dịch, báo mất sim/điện thoại hoặc yêu cầu tra soát khiếu nại qua các kênh: 
- Tổng đài 18001091 (nhánh 3); 
- Email cskh.vnptmoney@vnpt.vn; 
- Fanpage chính thức; 
- Trực tiếp tại số 57 Huỳnh Thúc Kháng, Hà Nội hoặc các điểm kinh doanh theo danh sách công khai. 
Đối với các thông tin mật liên quan đến tài khoản và giao dịch, Quý khách đồng ý tuân thủ đúng thủ tục cung cấp thông tin theo quy định riêng của VNPT.",,,active
dieu_khoan__ans_120,"Thời hạn xử lý và thông báo kết quả tra soát, khiếu nại Mobile Money là bao lâu?","Quý khách có trách nhiệm duy trì phương tiện tiếp nhận thông báo và cập nhật quy định sử dụng tài khoản. Trong trường hợp hết thời hạn xử lý mà vẫn chưa xác định được lỗi thuộc về bên nào, VNPT sẽ thỏa thuận với Quý khách về phương án xử lý trong vòng 15 ngày làm việc tiếp theo cho đến khi có kết luận cuối cùng của cơ quan có thẩm quyền. Nếu các bên không đạt được thỏa thuận hoặc không đồng ý với quá trình xử lý, việc giải quyết tranh chấp sẽ thực hiện theo quy định của pháp luật.",,,active
dieu_khoan__ans_121,Việc bồi hoàn tổn thất và xử lý các sai phạm pháp luật liên quan đến giao dịch Mobile Money được quy,"VNPT thực hiện bồi hoàn tổn thất trong vòng 05 ngày làm việc kể từ ngày thông báo kết quả, áp dụng cho các trường hợp không do lỗi của Quý khách hoặc không phải sự kiện bất khả kháng. Nếu vụ việc có dấu hiệu tội phạm, VNPT sẽ báo cáo cơ quan chức năng và Ngân hàng Nhà nước, đồng thời thông báo trạng thái xử lý cho Quý khách bằng văn bản. Khi cơ quan nhà nước kết luận không có yếu tố tội phạm, VNPT sẽ thỏa thuận phương án xử lý với Quý khách trong vòng 15 ngày làm việc kể từ ngày có kết luận.",,,active
dieu_khoan__ans_122,Trách nhiệm bảo mật thông tin và phạm vi quyền truy cập dữ liệu của VNPT đối với Mobile Money ra sao,"VNPT cam kết thực hiện các biện pháp quản lý rủi ro, đảm bảo an toàn kỹ thuật và giải pháp công nghệ cho hệ thống cung cấp dịch vụ. VNPT tuân thủ các quy định về an toàn giao dịch điện tử và phòng, chống rửa tiền theo quy định pháp luật. Khi sử dụng dịch vụ, Quý khách đồng ý cho phép VNPT truy cập dữ liệu điện thoại qua API để đọc danh bạ, thông tin trên SIM và truy cập Internet. Quý khách cũng đồng ý để VNPT/Đối tác lưu trữ và sử dụng dữ liệu cá nhân phát sinh nhằm mục đích phục vụ giao dịch và giới thiệu sản phẩm, dịch vụ phù hợp.",,,active
dieu_khoan__ans_123,Dữ liệu cá nhân và quyền sở hữu trí tuệ trong dịch vụ Mobile Money được bảo vệ như thế nào?,"Mọi thông tin và dữ liệu của Quý khách được bảo vệ, xử lý theo Chính sách riêng tư của VNPT. Tất cả các thành phần cấu thành dịch vụ Mobile Money như nhãn hiệu, phần mềm, giải pháp công nghệ, logo và báo cáo đều thuộc sở hữu độc quyền của VNPT, dù đã đăng ký hay chưa. Nghiêm cấm mọi cá nhân, tổ chức sao chép, tái tạo, phân phối hoặc tự ý thay đổi các yếu tố liên quan đến thương hiệu VNPT dưới bất kỳ hình thức nào.",,,active
dieu_khoan__ans_124,"Khái niệm, phạm vi áp dụng của sự kiện bất khả kháng và quyền miễn trừ trách nhiệm","Sự kiện bất khả kháng là các tình huống khách quan, không thể lường trước và không thể khắc phục dù đã áp dụng mọi biện pháp cần thiết, gây cản trở việc thực hiện nghĩa vụ. Các sự kiện này bao gồm thiên tai (lũ lụt, dịch bệnh, hỏa hoạn...) và các biến động xã hội (chiến tranh, khủng bố, bạo loạn, cấm vận...). Cả Quý khách và VNPT đều được miễn trừ mọi trách nhiệm trong việc thực hiện Bản Điều khoản này nếu bị cản trở bởi các trường hợp nêu trên hoặc các tình huống tương tự vượt quá sự kiểm soát theo pháp luật.",,,active
dieu_khoan__ans_125,Luật áp dụng và trình tự giải quyết tranh chấp liên quan đến dịch vụ Mobile Money như thế nào?,"Bản Điều khoản và Điều kiện này được giải thích và điều chỉnh hoàn toàn theo pháp luật Việt Nam. Mọi quyền, nghĩa vụ hoặc các nội dung chưa được quy định cụ thể tại đây sẽ được thực hiện theo các quy định pháp luật Việt Nam có liên quan. Khi phát sinh tranh chấp, Quý khách và VNPT ưu tiên giải quyết thông qua thương lượng và hòa giải. Nếu hòa giải không thành sau 30 ngày kể từ ngày một bên đưa ra tranh chấp, các bên có quyền đưa vụ việc ra Tòa án có thẩm quyền tại Việt Nam để giải quyết.",,,active
dieu_khoan__ans_126,Hiệu lực áp dụng và việc thay đổi Bản Điều khoản dịch vụ Mobile Money được quy định ra sao?,"Bản Điều khoản và Điều kiện này có hiệu lực áp dụng cho mọi phương thức mở tài khoản Mobile Money, bao gồm cả phương thức điện tử và trực tiếp tại điểm kinh doanh. Phiếu đề nghị mở tài khoản của Quý khách là một phần không tách rời của Bản Điều khoản này. VNPT có quyền thay đổi nội dung Điều khoản theo từng thời kỳ phù hợp với pháp luật; khi đó, văn bản mới sẽ thay thế hoàn toàn văn bản cũ ngay tại thời điểm có hiệu lực.",,,active
dieu_khoan__ans_127,Ví doanh nghiệp VNPT PAY áp dụng cho những đối tượng nào và trong phạm vi nào?,"Bản Điều khoản, điều kiện này áp dụng đối với các Khách hàng tổ chức (KHTC) mở và sử dụng tài khoản Ví điện tử VNPT Pay. Đối với các sản phẩm hoặc dịch vụ khác, có thể sẽ có các Điều khoản và điều kiện đặc thù riêng được áp dụng kèm theo.",,,active
dieu_khoan__ans_128,"Khi mở và sử dụng Ví doanh nghiệp VNPT PAY, tổ chức cần chấp thuận những điều khoản nào?","Quý doanh nghiệp lưu ý rằng việc ký và xác nhận Thỏa thuận mở/sử dụng Ví điện tử dành cho KHTC đồng nghĩa với việc chấp thuận toàn bộ Điều khoản, Chính sách Riêng tư và các quy định liên quan của VNPT; VNPT có quyền sửa đổi, bổ sung nội dung và các thay đổi có hiệu lực ngay khi được thông báo hoặc niêm yết trên trang thông tin điện tử/website dịch vụ mà không cần báo trước; việc tiếp tục sử dụng dịch vụ sau đó được coi là Quý doanh nghiệp đã chấp thuận các thay đổi và có trách nhiệm thường xuyên theo dõi, cập nhật, tuân thủ các hướng dẫn quản lý dịch vụ.",,,active
dieu_khoan__ans_129,Điều kiện và cách thức mở Ví doanh nghiệp VNPT PAY là gì?,"Quý doanh nghiệp có thể mở ví bằng cách ký Thỏa thuận gửi tới VNPT, sử dụng phương tiện điện tử để kết nối hoặc qua các kênh liên kết khác. Doanh nghiệp có nghĩa vụ cung cấp, cập nhật hồ sơ chính xác, trung thực và thông báo ngay cho VNPT nếu có thay đổi thông tin để đảm bảo quyền lợi. VNPT có quyền đề nghị bổ sung hồ sơ phù hợp yêu cầu quản lý và quy định pháp luật.",,,active
dieu_khoan__ans_130,Ví doanh nghiệp VNPT PAY được liên kết với những tài khoản hoặc phương thức thanh toán nào?,"Quý doanh nghiệp phải liên kết ví với ít nhất 01 tài khoản thanh toán hoặc thẻ ghi nợ chính chủ mở tại ngân hàng liên kết. Nếu ví không được liên kết hoặc duy trì liên kết trước và trong khi sử dụng, VNPT có quyền gửi thông báo đề nghị thực hiện. Sau 01 tháng từ khi thông báo nếu vẫn không liên kết, VNPT có quyền đóng ví và xử lý số dư (nếu có).",,,active
dieu_khoan__ans_131,Ví doanh nghiệp VNPT PAY được phép thực hiện những giao dịch gì và hạn mức giao dịch ra sao?,"Quý doanh nghiệp được dùng ví để rút tiền về ngân hàng liên kết, chuyển tiền (trong và ngoài hệ thống), thanh toán hàng hóa/dịch vụ và lệ phí công. Hạn mức giao dịch (số tiền tối đa/tối thiểu theo lần, ngày, tháng) sẽ được quy định chi tiết theo từng dịch vụ, phương thức xác thực và chính sách của VNPT/ngân hàng trong từng thời kỳ.",,,active
dieu_khoan__ans_132,"Tổ chức có trách nhiệm gì trong việc sử dụng, quản lý và tra soát khiếu nại Ví doanh nghiệp VNPT PAY","Doanh nghiệp chỉ sử dụng ví sau khi hoàn thành khớp đúng giấy tờ tùy thân, sinh trắc học và thông tin định danh của chủ ví hoặc người đại diện. Quý doanh nghiệp có trách nhiệm bảo mật mật khẩu, tự theo dõi số dư và thông báo ngay nếu ví bị lợi dụng. Quý doanh nghiệp có quyền yêu cầu tra soát, khiếu nại trong vòng 60 ngày kể từ ngày giao dịch và có thể yêu cầu cung cấp sao kê/chứng từ (có trả phí).",,,active
dieu_khoan__ans_133,Quy định và thủ tục ủy quyền sử dụng Ví doanh nghiệp VNPT PAY được thực hiện như thế nào?,"Quý doanh nghiệp được ủy quyền cho người khác sử dụng ví theo lần hoặc có thời hạn bằng văn bản có công chứng/chứng thực. Văn bản ủy quyền phải xác định rõ thời hạn, phạm vi ủy quyền và đính kèm hồ sơ nhận biết người được ủy quyền. Người được ủy quyền chịu trách nhiệm trong phạm vi ủy quyền, nhưng Quý doanh nghiệp là bên chịu trách nhiệm cuối cùng trước pháp luật và VNPT.",,,active
dieu_khoan__ans_134,Những hành vi nào bị cấm khi sử dụng Ví doanh nghiệp VNPT PAY?,"Quý doanh nghiệp cam kết không vi phạm pháp luật; không làm giả chứng từ/phương tiện thanh toán; không đánh cắp dữ liệu hay lợi dụng lỗi hệ thống. Nghiêm cấm cung cấp thông tin không trung thực; mở ví nặc danh; mua bán, cho thuê ví; xâm phạm sở hữu trí tuệ; phát tán mã độc hoặc lợi dụng ví để đánh bạc, rửa tiền, trốn thuế và các hành vi bất hợp pháp khác.",,,active
dieu_khoan__ans_135,"Trong những trường hợp nào Ví doanh nghiệp VNPT PAY bị tạm khóa, phong tỏa hoặc đóng?","Tạm khóa: Theo yêu cầu, thỏa thuận, khi có tranh chấp hoặc khi VNPT phát hiện vi phạm hành vi bị cấm. Phong tỏa: Theo yêu cầu cơ quan nhà nước, khi có nhầm lẫn ghi Có, hoặc khi doanh nghiệp nợ nghĩa vụ thanh toán đến hạn với VNPT nhưng không tự nguyện trả. Đóng ví: Khi doanh nghiệp chấm dứt hoạt động, vi phạm quy định mở ví, nặc danh, gian lận hoặc không phát sinh giao dịch/không liên kết ngân hàng.",,,active
dieu_khoan__ans_136,Cơ chế trích nợ tự động trên Ví doanh nghiệp VNPT PAY được thực hiện như thế nào?,"VNPT thực hiện trích nợ để thực hiện lệnh giao dịch của doanh nghiệp. VNPT có quyền chủ động trích nợ để cưỡng chế thi hành án/thu thuế theo yêu cầu cơ quan chức năng; điều chỉnh hạch toán sai; thu hồi khoản ghi Có nhầm; hoặc thu các khoản nợ đến hạn, lãi, phí theo thỏa thuận trước.",,,active
dieu_khoan__ans_137,"Phương thức thông báo và quy định về mật khẩu, chữ ký điện tử khi sử dụng Ví doanh nghiệp VNPT PAY l","VNPT gửi thông báo qua Website, Email, SMS hoặc điện thoại về các biến động số dư, phí, lịch bảo trì hoặc thay đổi điều khoản. Mọi văn bản được coi là đã nhận sau 03 ngày gửi thư bưu điện hoặc ngay trong ngày nếu gửi fax/SMS/Email. Quý doanh nghiệp phải thay đổi mật khẩu lần đầu và định kỳ; bảo mật tuyệt đối tên truy cập, mật khẩu, chữ ký điện tử và thông báo ngay nếu nghi ngờ bị truy cập trái phép.",,,active
dieu_khoan__ans_138,Biểu phí dịch vụ Ví doanh nghiệp VNPT PAY được quy định và thay đổi như thế nào?,"Biểu phí dịch vụ được VNPT quy định phù hợp với pháp luật và được thông báo công khai trên Trang thông tin điện tử, email hoặc văn bản. Tùy vào loại dịch vụ, VNPT sẽ thu phí theo gói, loại giao dịch, giá trị, số lượng hoặc đối tượng khách hàng cụ thể. VNPT có quyền thay đổi biểu phí, phương thức thu, hạn mức giao dịch và hạn mức số dư theo từng thời kỳ thông qua thông báo trên Website dịch vụ, email đã đăng ký hoặc Trang thông tin điện tử.",,,active
dieu_khoan__ans_139,Nghĩa vụ thanh toán phí và cơ chế trích nợ tự động đối với tổ chức được áp dụng ra sao?,"Quý doanh nghiệp có nghĩa vụ thanh toán đầy đủ các khoản phí phát sinh bằng cách trích nợ từ Ví điện tử theo từng giao dịch, định kỳ, tự động hoặc theo thỏa thuận. Trước khi giao dịch, Quý doanh nghiệp cần đảm bảo đủ số dư khả dụng cho cả giao dịch và phí. Trường hợp ví đăng ký thu phí không đủ số dư, VNPT có quyền trích nợ từ các ví khác của Quý doanh nghiệp tại VNPT hoặc yêu cầu thanh toán bằng hình thức khác.",,,active
dieu_khoan__ans_140,"Mục đích VNPT thu thập và xử lý dữ liệu, thông tin của khách hàng doanh nghiệp là gì?","Bằng việc sử dụng dịch vụ, Quý doanh nghiệp đồng ý để VNPT thu thập và sử dụng thông tin đăng ký, thông tin từ quá trình sử dụng dịch vụ (bao gồm sinh trắc học và tương tác số) cùng các nguồn hợp pháp khác. Dữ liệu này được dùng để: Cung cấp dịch vụ theo khai báo; Phục vụ quản lý rủi ro, phát triển sản phẩm, kiểm toán nội bộ; Thực thi quyền và nghĩa vụ của VNPT; Thực hiện chăm sóc khách hàng, tiếp thị, nghiên cứu thị trường (bao gồm cả việc thuê bên thứ ba thực hiện thay VNPT); và các mục đích khác trong Chính sách Riêng tư.",,,active
dieu_khoan__ans_141,Trong những trường hợp nào VNPT được cung cấp thông tin doanh nghiệp cho bên thứ ba?,"Bằng việc sử dụng dịch vụ, Quý doanh nghiệp đồng ý để VNPT thu thập và sử dụng thông tin đăng ký, thông tin từ quá trình sử dụng dịch vụ (bao gồm sinh trắc học và tương tác số) cùng các nguồn hợp pháp khác. Dữ liệu này được dùng để: Cung cấp dịch vụ theo khai báo; Phục vụ quản lý rủi ro, phát triển sản phẩm, kiểm toán nội bộ; Thực thi quyền và nghĩa vụ của VNPT; Thực hiện chăm sóc khách hàng, tiếp thị, nghiên cứu thị trường (bao gồm cả việc thuê bên thứ ba thực hiện thay VNPT); và các mục đích khác trong Chính sách Riêng tư.",,,active
dieu_khoan__ans_142,Phạm vi khách hàng doanh nghiệp đồng ý cho phép VNPT sử dụng thông tin doanh nghiệp là gì?,"Quý doanh nghiệp đồng ý cho phép VNPT sử dụng thông tin đăng ký cung cấp cho đối tác để phục vụ việc liên kết ví và thực hiện các yêu cầu nạp, rút, chuyển tiền hoặc thanh toán. Đồng thời, VNPT được phép lưu trữ các hình ảnh mà doanh nghiệp chia sẻ trong quá trình sử dụng dịch vụ trên môi trường điện toán đám mây để phục vụ các tiện ích do VNPT hoặc đối tác phối hợp xây dựng.",,,active
dieu_khoan__ans_143,Khách hàng doanh nghiệp có những quyền gì khi sử dụng Ví doanh nghiệp VNPT PAY?,"Quý doanh nghiệp có quyền sử dụng các dịch vụ, tiện ích và số dư ví cho các lệnh thanh toán hợp pháp. Doanh nghiệp được ủy quyền cho người khác sử dụng ví, thay đổi thông tin đăng ký, yêu cầu cấp lại mật khẩu và được đảm bảo an toàn số dư cũng như bảo mật thông tin theo pháp luật. Quý doanh nghiệp có quyền yêu cầu tư vấn, cung cấp hóa đơn, chứng từ, sao kê định kỳ/đột xuất; gửi yêu cầu tra soát, khiếu nại hoặc góp ý về chất lượng dịch vụ. Ngoài ra, Quý doanh nghiệp có quyền tạm ngừng hoặc ngừng sử dụng dịch vụ nếu không đồng ý với các thay đổi về biểu phí hay chính sách của VNPT và được bảo vệ dữ liệu cá nhân theo quy định.",,,active
dieu_khoan__ans_144,Nghĩa vụ và trách nhiệm của khách hàng doanh nghiệp khi sử dụng Ví doanh nghiệp VNPT PAY là gì?,"Quý doanh nghiệp có nghĩa vụ tuân thủ các quy định an toàn, cung cấp thông tin chính xác và cập nhật kịp thời cho hồ sơ đăng ký. Doanh nghiệp tự chịu trách nhiệm về tính hợp pháp của dữ liệu cá nhân/tổ chức khác cung cấp cho VNPT và chịu trách nhiệm cho mọi giao dịch phát sinh (bao gồm lập/duyệt lệnh). 
Nghĩa vụ bao gồm: thực hiện đối soát số liệu; thanh toán phí dịch vụ đầy đủ; bảo mật tuyệt đối tên truy cập, mật khẩu, chữ ký điện tử và thiết bị cài đặt; phối hợp hoàn trả tiền chuyển nhầm trong 03 ngày làm việc (đồng ý để VNPT tự động trích nợ thu hồi). 
Quý doanh nghiệp cần gửi yêu cầu tra soát trong vòng 60 ngày, hợp tác điều tra giao dịch gian lận và đảm bảo duy trì các phương tiện tiếp nhận thông báo từ VNPT.",,,active
dieu_khoan__ans_145,VNPT có những quyền gì trong quá trình cung cấp dịch vụ Ví doanh nghiệp VNPT PAY?,"VNPT có quyền yêu cầu Quý doanh nghiệp cung cấp đầy đủ hồ sơ và có quyền chấp thuận hoặc từ chối giao kết mà không cần báo lý do. VNPT được quyền tự động trích nợ, phong tỏa hoặc đóng ví để xử lý các khoản nợ đến hạn/quá hạn, thu phí dịch vụ, điều chỉnh hạch toán sai, thu hồi khoản ghi Có nhầm hoặc thực hiện theo yêu cầu cưỡng chế của cơ quan nhà nước. VNPT có quyền từ chối lệnh thanh toán nếu hồ sơ định danh người đại diện/kế toán trưởng không hợp lệ; lệnh không khớp thông tin đăng ký; ví đang bị khóa/phong tỏa; doanh nghiệp không đủ số dư hoặc không hợp tác xác minh theo quy định phòng chống rửa tiền. Ngoài ra, VNPT có quyền sửa đổi Điều khoản này và có hiệu lực sau 05 ngày làm việc kể từ ngày thông báo.",,,active
dieu_khoan__ans_146,Trách nhiệm và nghĩa vụ của VNPT đối với khách hàng doanh nghiệp khi cung cấp dịch vụ,"VNPT cam kết tuân thủ quy định pháp luật về cung ứng dịch vụ, đảm bảo an toàn số dư và bảo mật thông tin giao dịch/dữ liệu cá nhân của doanh nghiệp. VNPT có trách nhiệm hướng dẫn sử dụng an toàn, giải đáp thắc mắc và xử lý kịp thời các khiếu nại, tra soát. VNPT cam kết thực hiện đầy đủ, kịp thời các lệnh thanh toán hợp lệ; lưu giữ mẫu chữ ký/mẫu dấu để đối chiếu; cung cấp thông tin số dư/sao kê chính xác và cập nhật kịp thời hồ sơ định danh khi doanh nghiệp có thay đổi. VNPT cũng có trách nhiệm công bố biểu phí trước khi cung cấp dịch vụ và chịu trách nhiệm bồi thường nếu để xảy ra thiệt hại do lỗi của VNPT.",,,active
dieu_khoan__ans_147,"Quyền của VNPT trong việc thay đổi, điều chỉnh hoặc tạm ngừng Dịch vụ Ví doanh nghiệp VNPT PAY","VNPT có quyền khóa, tạm ngừng, chấm dứt, sửa đổi giao diện, đổi tên dịch vụ hoặc địa chỉ Website sử dụng dịch vụ và các điều chỉnh liên quan khác. Các sự kiện này được thông báo qua Trang thông tin điện tử, Website dịch vụ, SMS, Email hoặc các kênh phù hợp. Việc Quý doanh nghiệp tiếp tục sử dụng dịch vụ sau thông báo được coi là đã chấp thuận các thay đổi; nếu không đồng ý, doanh nghiệp có quyền chấm dứt sử dụng dịch vụ theo quy định.",,,active
dieu_khoan__ans_148,Các trường hợp và điều kiện chấm dứt việc sử dụng Dịch vụ Ví doanh nghiệp VNPT PAY là gì?,"Việc chấm dứt dịch vụ thực hiện trong các trường hợp: 
(1) Theo yêu cầu của Quý doanh nghiệp sau khi hoàn thành mọi nghĩa vụ với VNPT, lưu ý vẫn phải tuân thủ điều khoản này nếu vẫn sử dụng dịch vụ trong thời gian chờ chấm dứt. 
(2) VNPT chủ động chấm dứt/tạm dừng không cần báo trước khi: có yêu cầu của pháp luật/cơ quan nhà nước; phát hiện giả mạo, gian lận, vi phạm pháp luật hoặc rủi ro gây hại tới lợi ích các bên; doanh nghiệp không tuân thủ yêu cầu bảo mật; hoặc xảy ra sự cố ngoài tầm kiểm soát của VNPT (thiên tai, đứt mạng, lỗi hệ thống công cộng, mất điện, giao dịch sai hạn mức...).",,,active
dieu_khoan__ans_149,Quy định về tính không hủy ngang của các giao dịch đã thực hiện trên Ví doanh nghiệp VNPT Pay,"Quý doanh nghiệp không thể hủy, thay đổi, phủ nhận hay thoái thác bất kỳ giao dịch nào đã thực hiện thành công, được xác định tại thời điểm dữ liệu được nhập vào hệ thống xử lý của VNPT. Mọi giao dịch thành công đều có hiệu lực không hủy ngang và doanh nghiệp chịu hoàn toàn trách nhiệm về các giao dịch đó. VNPT có quyền (không bắt buộc) xem xét hủy giao dịch nếu Quý doanh nghiệp yêu cầu ngay lập tức, khi hệ thống chưa ghi nhận/xử lý và việc hủy không gây ảnh hưởng đến lợi ích của VNPT hay bất kỳ bên thứ ba nào.",,,active
dieu_khoan__ans_150,"Các kênh tiếp nhận yêu cầu tra soát và khiếu nại của Khách hàng - Quy định xử lý tra soát, khiếu nại ở Ví doanh nghiệp VNPT PAY","Quý doanh nghiệp có thể gửi yêu cầu tra soát, khiếu nại qua 04 kênh chính thức: 
(1) Tổng đài CSKH 18001091 (nhánh 3); 
(2) Email: cskh.vnptmoney@vnpt.vn; 
(3) Fanpage chính thức: https://www.facebook.com/VNPTMoney; 
(4) Trực tiếp tại Trụ sở chính VNPT: Số 57 Huỳnh Thúc Kháng, P. Láng, Q. Đống Đa, Hà Nội. 
Đối với các thông tin mật liên quan đến ví và giao dịch, Quý doanh nghiệp đồng ý tuân thủ quy trình cung cấp thông tin theo quy định riêng của VNPT.",,,active
dieu_khoan__ans_151,"Thời hạn xử lý và thông báo kết quả tra soát, khiếu nại - Quy định xử lý tra soát, khiếu nại ở Ví doanh nghiệp VNPT PAY","Trong vòng 45 ngày làm việc kể từ ngày tiếp nhận yêu cầu lần đầu, VNPT sẽ thông báo kết quả tra soát cho Quý doanh nghiệp qua các kênh liên lạc đã quy định. Trường hợp hết thời hạn mà vẫn chưa xác định được nguyên nhân hoặc lỗi thuộc bên nào, trong vòng 15 ngày làm việc tiếp theo, VNPT sẽ cùng doanh nghiệp thỏa thuận phương án xử lý cho đến khi có kết luận cuối cùng của cơ quan có thẩm quyền. Nếu kết quả tra soát xác định yêu cầu của doanh nghiệp là không đúng, Quý doanh nghiệp có trách nhiệm thanh toán phí tra soát sai theo quy định.",,,active
dieu_khoan__ans_152,"Quy định về bồi hoàn tổn thất và xử lý các sai phạm pháp luật liên quan đến giao dịch - Quy định xử lý tra soát, khiếu nại ở Ví doanh nghiệp VNPT PAY","VNPT thực hiện bồi hoàn tổn thất cho Quý doanh nghiệp trong vòng 05 ngày làm việc kể từ khi thông báo kết quả, nếu tổn thất phát sinh không do lỗi của doanh nghiệp hoặc thuộc sự kiện bất khả kháng. Nếu vụ việc có dấu hiệu tội phạm, VNPT sẽ báo cáo cơ quan nhà nước và Ngân hàng Nhà nước Việt Nam, đồng thời thông báo trạng thái xử lý bằng văn bản cho doanh nghiệp. Trong trường hợp này, việc giải quyết thuộc trách nhiệm của cơ quan chức năng; nếu kết luận không có yếu tố tội phạm, VNPT sẽ thỏa thuận phương án xử lý với doanh nghiệp trong vòng 15 ngày làm việc. Mọi tranh chấp không thỏa thuận được sẽ giải quyết theo quy định pháp luật.",,,active
dieu_khoan__ans_153,Trách nhiệm bảo mật thông tin và phạm vi quyền truy cập dữ liệu của Ví doanh nghiệp VNPT PAY,"VNPT chịu trách nhiệm thực hiện các biện pháp quản lý rủi ro, giải pháp công nghệ để đảm bảo an toàn hệ thống trung gian thanh toán và tuân thủ quy định về phòng, chống rửa tiền. Khi sử dụng dịch vụ, Quý doanh nghiệp đồng ý cho VNPT thông qua API hệ thống để truy cập Internet từ thiết bị; đồng thời cho phép VNPT/Đối tác khởi tạo, lưu trữ và sử dụng dữ liệu phát sinh để phục vụ giao dịch và giới thiệu sản phẩm phù hợp. Mọi dữ liệu (bao gồm dữ liệu nhạy cảm) sẽ được bảo vệ và xử lý nghiêm ngặt theo Chính sách Riêng tư được cập nhật tùy từng thời điểm.",,,active
dieu_khoan__ans_154,Quy định về quyền sở hữu trí tuệ của Ví doanh nghiệp VNPT PAY,"Tất cả nội dung cấu thành nên dịch vụ như nhãn hiệu, thiết kế, phần mềm, giải pháp công nghệ, ứng dụng và báo cáo đều là sở hữu độc quyền của VNPT, không phụ thuộc vào việc đã đăng ký hay chưa. Mọi cá nhân hoặc tổ chức đều không được phép sao chép, tái tạo, phân phối hoặc tự ý thay đổi bất kỳ thành phần nào liên quan đến thương hiệu sản phẩm của VNPT dưới bất kỳ hình thức nào.",,,active
dieu_khoan__ans_155,Các trường hợp được hoàn trả tiền vào Ví doanh nghiệp VNPT PAY,"VNPT thực hiện hoàn trả tiền vào Ví điện tử của Quý doanh nghiệp trong các trường hợp: 
(1) VNPT chấm dứt cung ứng dịch vụ, chấm dứt hoạt động, bị thu hồi giấy phép, giải thể hoặc phá sản. 
(2) Doanh nghiệp không thực hiện liên kết ví với tài khoản ngân hàng theo quy định hoặc thực hiện đóng tài khoản theo Điều 3 tại đây. 
(3) Phát sinh giao dịch lỗi (đã trừ tiền nhưng hệ thống chưa ghi nhận thành công) hoặc khiếu nại đòi hoàn tiền được xác minh là đúng. 
(4) Có yêu cầu hoàn trả tự nguyện từ bên thụ hưởng hoặc theo yêu cầu của cơ quan nhà nước có thẩm quyền. 
(5) Chi trả thừa kế theo quy định pháp luật khi khách hàng cá nhân (đối với các tổ chức đặc thù) bị chết hoặc tuyên bố đã chết. VNPT sẽ phối hợp các bên liên quan để thu hồi và hoàn tiền vào ví cho Quý doanh nghiệp.",,,active
dieu_khoan__ans_156,Các trường hợp VNPT được miễn trách nhiệm bồi thường khi cung cấp Dịch vụ Ví doanh nghiệp VNPT PAY,"VNPT không chịu trách nhiệm đối với các thiệt hại hoặc giao dịch không thực hiện được trong các trường hợp: 
(1) Sự cố hệ thống xử lý, truyền tin, phần mềm, thiết bị bị lỗi, bị tấn công, virus, mã độc hoặc các lý do khách quan khác nằm ngoài tầm kiểm soát của VNPT. 
(2) Các sự kiện bất khả kháng theo quy định pháp luật và thỏa thuận này. 
(3) Lỗi từ phía doanh nghiệp như: số dư không đủ hoặc bị phong tỏa cho nghĩa vụ trước đó; để lộ mật khẩu, mã OTP, thông tin định danh, thiết bị xác thực cho người khác. 
(4) Các vấn đề về giao hàng, chất lượng hàng hóa/dịch vụ giữa doanh nghiệp và đơn vị chấp nhận thanh toán. 
(5) Thông tin cá nhân/giao dịch bị công khai bởi các bên ngoài sự kiểm soát của VNPT hoặc khi VNPT thực hiện theo quyết định của cơ quan nhà nước có thẩm quyền.",,,active
